itemset,support
"other vegetables,beef,rolls/buns",0.005795627859684799
"other vegetables,beef,root vegetables",0.007930859176410779
"other vegetables,beef,whole milk",0.009252669039145907
"other vegetables,beef,yogurt",0.005185561769191663
"beef,whole milk,rolls/buns",0.00681240467717336
"beef,whole milk,root vegetables",0.008032536858159633
"beef,whole milk,yogurt",0.006100660904931368
"bottled water,bottled beer,soda",0.005083884087442806
"whole milk,bottled water,bottled beer",0.006100660904931368
"other vegetables,whole milk,bottled beer",0.007625826131164209
"whole milk,bottled beer,rolls/buns",0.005388917132689374
"whole milk,bottled beer,yogurt",0.005185561769191663
"bottled water,whole milk,butter",0.005388917132689374
"other vegetables,bottled water,citrus fruit",0.005083884087442806
"whole milk,bottled water,citrus fruit",0.005897305541433655
"fruit/vegetable juice,bottled water,soda",0.005185561769191663
"fruit/vegetable juice,bottled water,whole milk",0.005795627859684799
"other vegetables,bottled water,rolls/buns",0.007320793085917641
"other vegetables,bottled water,root vegetables",0.007015760040671073
"other vegetables,bottled water,sausage",0.005083884087442806
"other vegetables,bottled water,soda",0.0056939501779359435
"other vegetables,bottled water,tropical fruit",0.0062023385866802234
"other vegetables,bottled water,whole milk",0.010777834265378749
"other vegetables,bottled water,yogurt",0.00813421453990849
"bottled water,soda,rolls/buns",0.00681240467717336
"tropical fruit,bottled water,rolls/buns",0.005388917132689374
"bottled water,whole milk,rolls/buns",0.008744280630401627
"bottled water,rolls/buns,yogurt",0.0071174377224199285
"bottled water,whole milk,root vegetables",0.007320793085917641
"tropical fruit,bottled water,soda",0.005185561769191663
"whole milk,bottled water,soda",0.0075241484494153535
"bottled water,soda,yogurt",0.007422470767666497
"tropical fruit,bottled water,whole milk",0.008032536858159633
"tropical fruit,bottled water,yogurt",0.0071174377224199285
"bottled water,whole milk,yogurt",0.009659379766141332
"other vegetables,brown bread,whole milk",0.009354346720894764
"other vegetables,brown bread,yogurt",0.005185561769191663
"brown bread,whole milk,rolls/buns",0.0052872394509405184
"brown bread,whole milk,root vegetables",0.0056939501779359435
"brown bread,whole milk,soda",0.005083884087442806
"tropical fruit,brown bread,whole milk",0.0056939501779359435
"brown bread,whole milk,yogurt",0.0071174377224199285
"whole milk,citrus fruit,butter",0.005083884087442806
"domestic eggs,whole milk,butter",0.005998983223182512
"other vegetables,rolls/buns,butter",0.0056939501779359435
"other vegetables,root vegetables,butter",0.0066090493136756485
"other vegetables,tropical fruit,butter",0.005490594814438231
"other vegetables,whipped/sour cream,butter",0.005795627859684799
"other vegetables,whole milk,butter",0.011489578037620742
"other vegetables,yogurt,butter",0.006405693950177936
"whole milk,rolls/buns,butter",0.0066090493136756485
"whole milk,root vegetables,butter",0.008235892221657347
"tropical fruit,whole milk,butter",0.0062023385866802234
"whipped/sour cream,whole milk,butter",0.006710726995424504
"yogurt,whole milk,butter",0.009354346720894764
"chicken,other vegetables,root vegetables",0.0056939501779359435
"chicken,other vegetables,whole milk",0.008439247585155059
"chicken,whole milk,rolls/buns",0.0052872394509405184
"chicken,whole milk,root vegetables",0.005998983223182512
"other vegetables,chocolate,whole milk",0.005490594814438231
"whole milk,chocolate,soda",0.005083884087442806
"domestic eggs,whole milk,citrus fruit",0.0056939501779359435
"other vegetables,citrus fruit,pip fruit",0.005897305541433655
"other vegetables,citrus fruit,rolls/buns",0.005998983223182512
"other vegetables,citrus fruit,root vegetables",0.010371123538383325
"other vegetables,tropical fruit,citrus fruit",0.009049313675648195
"other vegetables,citrus fruit,whipped/sour cream",0.0056939501779359435
"other vegetables,whole milk,citrus fruit",0.013014743263853584
"other vegetables,citrus fruit,yogurt",0.007625826131164209
"tropical fruit,citrus fruit,pip fruit",0.005592272496187087
"whole milk,citrus fruit,pip fruit",0.005185561769191663
"whole milk,citrus fruit,rolls/buns",0.007219115404168785
"citrus fruit,rolls/buns,yogurt",0.005795627859684799
"tropical fruit,citrus fruit,root vegetables",0.0056939501779359435
"whole milk,citrus fruit,root vegetables",0.009150991357397052
"tropical fruit,whole milk,citrus fruit",0.009049313675648195
"tropical fruit,citrus fruit,yogurt",0.00630401626842908
"whipped/sour cream,whole milk,citrus fruit",0.00630401626842908
"whole milk,citrus fruit,yogurt",0.010269445856634469
"other vegetables,whole milk,coffee",0.006405693950177936
"whole milk,coffee,yogurt",0.005083884087442806
"cream cheese,other vegetables,whole milk",0.006710726995424504
"cream cheese,other vegetables,yogurt",0.0052872394509405184
"cream cheese,whole milk,yogurt",0.0066090493136756485
"other vegetables,curd,root vegetables",0.005490594814438231
"other vegetables,curd,tropical fruit",0.0052872394509405184
"other vegetables,curd,whole milk",0.009862735129639044
"other vegetables,curd,yogurt",0.006100660904931368
"curd,whole milk,rolls/buns",0.005897305541433655
"curd,whole milk,root vegetables",0.0062023385866802234
"tropical fruit,curd,whole milk",0.006507371631926792
"tropical fruit,curd,yogurt",0.0052872394509405184
"whipped/sour cream,curd,whole milk",0.005897305541433655
